item_id,question_id,anonymous_system_label,question,gold_atomic_fact,source_evidence,answer,review_label,review_reason,confidence
RQ4-rq4-v1-002-SYSTEM_A-F02,rq4-v1-002,SYSTEM_A,What source-recorded function and indication are listed for Thunder Ball;Omphalia lapidescens?,The source records the indication of Thunder Ball;Omphalia lapidescens as: 1. Its proteolytic enzyme is a taeniacidal agent. 2. Its alcoholic extract is an ascaricide..,Source entity: Thunder Ball;Omphalia lapidescens. Source: TCMBank. Herb: Thunder Ball;Omphalia lapidescens. Pinyin: LEI WAN. Latin name: omphalia. Traditional properties: Cold; Slightly Bitter. Meridians: Large Intestine; Stomach. Source-recorded function: To kill worms.. Source-recorded indication: 1. Its proteolytic enzyme is a taeniacidal agent. 2. Its alcoholic extract is an ascaricide.. Source-recorded toxicity: Slightly Toxic. Clinical manifestations: 1. Its proteolytic enzyme is a taeniacidal agent. 2. Its alcoholic extract is an ascaricide..,"Thunder Ball;Omphalia lapidescens is recorded in traditional Chinese medicine as having a Cold property and a Slightly Bitter taste. It is associated with the Large Intestine and Stomach meridians. Its source-recorded function is to kill worms, with specific indications that its proteolytic enzyme acts as a taeniacidal agent and its alcoholic extract functions as an ascaricide. The herb is noted to be Slightly Toxic. [tcmv1-08e74d1bdc48d2692ea6c6c3]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-036-SYSTEM_B-F02,rq4-v1-036,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Laxleaf Sweetroot?","The source records the indication of Laxleaf Sweetroot as: Wind-cold common cold, vertex headache, generalized pain..","Source entity: Laxleaf Sweetroot. Source: TCMBank. Herb: Laxleaf Sweetroot. Pinyin: XIANG GEN QIN. Latin name: Osmorhiza aristata var. laxa. Used part: root. Source-recorded function: To dissipate cold and effuse exterior, relieve pain, fortify stomach, brighten eyes.. Source-recorded indication: Wind-cold common cold, vertex headache, generalized pain..","TCM educational synthesis: Herbal Knowledge Agent: Laxleaf Sweetroot is recorded as an herb with the pinyin name XIANG GEN QIN and the Latin name Osmorhiza aristata var. laxa. The used part is the root. According to traditional sources, it is claimed to dissipate cold and effuse exterior, relieve pain, fortify stomach, and brighten eyes. It is traditionally indicated for wind-cold common cold and vertex headache, as well as generalized pain. [tcmv1-0ae93aac4a03f744a9216f75] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-011-SYSTEM_A-F02,rq4-v1-011,SYSTEM_A,"What traditional properties, meridians, and class does Corpus v1 record for Alpiniae Oxyphyliae Fructus?","The source records the meridians of Alpiniae Oxyphyliae Fructus as: Spleen,Kidney.","Source entity: Alpiniae Oxyphyliae Fructus. Source: SymMap v2. Herb: Alpiniae Oxyphyliae Fructus. Pinyin: Yizhi. Latin name: Alpiniae Oxyphyllae Fructus. Traditional properties: Pungent,Warm. Meridians: Spleen,Kidney. Traditional class: Yang Reinforcing Drugs.","TCM educational synthesis: Herbal Knowledge Agent: Corpus v1 records that Alpiniae Oxyphyliae Fructus has traditional properties of Pungent and Warm, acts on the Spleen and Kidney meridians, and is classified as a Yang Reinforcing Drug. [tcmv1-22aec54e88660bc726946405] [tcmv1-09a0adad17d8310bc3c939df] [tcmv1-318b61c35b3da00a2d5868e8]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-047-SYSTEM_B-F03,rq4-v1-047,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Japanese Clave Fern?",The source records the used part of Japanese Clave Fern as: whole herb or leaf.,"Source entity: Japanese Clave Fern. Source: TCMBank. Herb: Japanese Clave Fern. Pinyin: XIAO YE JI WEI. Latin name: Onychium japonicum [Syn. Tricomanes japonicum]. Used part: whole herb or leaf. Source-recorded function: To clear heat and resolve toxin, disinhibit damp, stanch bleeding.. Source-recorded indication: Wind-heat common cold, cough, sore pharynx, diarrhea, dysentery, dribbling pain of urination, damp-heat jaundice, blood ejection, coughing of blood, hematochezia, bleeding from hemorrhoids, hematuria, sore toxin, knocks and falls, poisonous snake bites, burns and scalds..","TCM educational synthesis: Herbal Knowledge Agent: Japanese Clave Fern is recorded as an herb used in traditional Chinese medicine. Its pinyin name is Xiaoyejiwei, and its Latin name is Onychium japonicum [Syn. Tricomanes japonicum]. The whole herb or leaf is utilized. According to source records, it is claimed to clear heat and resolve toxin, disinhibit damp, and stanch bleeding. It is traditionally indicated for conditions such as wind-heat common cold, cough, sore pharynx, diarrhea, dysentery, dribbling pain of urination, damp-heat jaundice, blood ejection, coughing of blood, hematochezia, bleeding from hemorrhoids, hematuria, sore toxin, knocks and falls, poisonous snake bites, burns and scalds. [tcmv1-0ba5c0feb121bec04cd113d9] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-005-SYSTEM_A-F02,rq4-v1-005,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Black Locust Flower?","The source records the indication of Black Locust Flower as: Precipitate blood of large intestine, hemoptysis, flooding..","Source entity: Black Locust Flower. Source: TCMBank. Herb: Black Locust Flower. Pinyin: CI HUAI HUA. Latin name: Robinia pseudoacacia. Used part: flower. Source-recorded function: To stanch bleeding.. Source-recorded indication: Precipitate blood of large intestine, hemoptysis, flooding..","Black Locust Flower is used in traditional Chinese medicine for stanching bleeding, with indications for precipitate blood of the large intestine, hemoptysis, and flooding. The used part is the flower. The herb's pinyin name is Ci Hui Hua, and its Latin name is Robinia pseudoacacia. [tcmv1-093c2e12a791cf893d383345]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-003-SYSTEM_A-F02,rq4-v1-003,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Nagai Podocarpus?","The source records the indication of Nagai Podocarpus as: Bleeding due to external injury, fracture..","Source entity: Nagai Podocarpus. Source: TCMBank. Herb: Nagai Podocarpus. Pinyin: ZHU BAI. Latin name: Myrica nagi [Syn. Podocarpus nagi]. Used part: leaf. Source-recorded function: To stanch bleeding and joint bones.. Source-recorded indication: Bleeding due to external injury, fracture..","TCM educational synthesis: Herbal Knowledge Agent: Nagai Podocarpus: The supplied evidence records that the herb is known as ZHU BAI in pinyin, with the Latin name Myrica nagi [Syn. Podocarpus nagi]. It is used for its leaf part and has source-recorded functions to stanch bleeding and support joint bones. The herb is indicated for bleeding resulting from external injury and fracture. [tcmv1-09020ef8378b0bc8bfe406de] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-086-SYSTEM_B-F01,rq4-v1-086,SYSTEM_B,"How are Common Camptotheac and stomach heat represented separately in TCM Research Corpus v1, and what evidence is recorded for each?","The source records the function of Common Camptotheac as: To clear heat and resolve toxin, dissipate binds and disperse concretion, anticancer..","Source entity: Common Camptotheac. Source: TCMBank. Herb: Common Camptotheac. Pinyin: XI SHU. Latin name: Camptotheca acuminata. Used part: fruit or root. Source-recorded function: To clear heat and resolve toxin, dissipate binds and disperse concretion, anticancer.. Source-recorded indication: Acute leukemia, chronic leukemia, psoriasis, swollen liver and spleen due to bilharziosis, carcinoma of esophagus, carcinoma of cardia, carcinoma of intestine, carcinoma of liver, carcinoma of stomach, swelling of sores.. Clinical manifestations: 1. Both camptothecine and hydroxycamptothtecine are anticarcinogenic components, which inhibit polymerase of DNA or damage DNA directly. 2. They distribute mainly in the digestive tract, kidney and bone marrow, and stimulate the digestive and urinary trac.",C4 execution failed because a required LLM debate stage did not complete.,NOT_SUPPORTED,The answer is an execution-failure message and does not state the Gold atomic fact.,HIGH
RQ4-rq4-v1-041-SYSTEM_A-F03,rq4-v1-041,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Fairy Primrose?",The source records the used part of Fairy Primrose as: whole herb.,"Source entity: Fairy Primrose. Source: TCMBank. Herb: Fairy Primrose. Pinyin: BAO CHUN HUA. Latin name: Primula malacoides. Used part: whole herb. Source-recorded function: To clear heat and resolve toxin.. Source-recorded indication: Lung heat cough, red swollen in throat, oral ulcer, gum swelling and pain, liver fire and red eyes, swollen welling abscess, sore and boil..","Fairy Primrose, with the pinyin name BAO CHUN HUA and Latin name Primula malacoides, is recorded as a whole herb used in traditional Chinese medicine. Its function is to clear heat and resolve toxin. It is traditionally used for conditions such as lung heat cough, red swollen throat, oral ulcer, gum swelling and pain, liver fire and red eyes, swollen abscess, and sore and boil. [tcmv1-0b21dc263938bfc4210261dd]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-084-SYSTEM_B-F01,rq4-v1-084,SYSTEM_B,What does TCM Research Corpus v1 record about the hepatic fire?,"The source defines the hepatic fire as: 指肝经火胜,内扰于肝的一种病理现象。","Source entity: the hepatic fire. Source: SymMap v2. Syndrome: the hepatic fire. Pinyin: Gan Huo. Source definition: 指肝经火胜,内扰于肝的一种病理现象。.",C4 execution failed because a required LLM debate stage did not complete.,NOT_SUPPORTED,The answer is an execution-failure message and does not state the Gold atomic fact.,HIGH
RQ4-rq4-v1-086-SYSTEM_A-F02,rq4-v1-086,SYSTEM_A,"How are Common Camptotheac and stomach heat represented separately in TCM Research Corpus v1, and what evidence is recorded for each?",The source defines stomach heat as: 指胃热炽盛化火的病变。,Source entity: stomach heat. Source: SymMap v2. Syndrome: stomach heat. Pinyin: Wei Re. Source definition: 指胃热炽盛化火的病变。.,"TCM educational synthesis: Herbal Knowledge Agent: Common Camptotheac, with pinyin XI SHU and Latin name Camptotheca acuminata, is traditionally used in TCM for its functions of clearing heat and resolving toxin, dissipating binds and dispersing concretion, and anticancer properties. It is indicated for conditions such as acute leukemia, chronic leukemia, psoriasis, swollen liver and spleen due to bilharziosis, and various carcinomas including esophagus, cardia, intestine, liver, and stomach. The clinical manifestations suggest that its anticarcinogenic components, camptothecine and hydroxycamptothecine, inhibit DNA polymerase or damage DNA directly, primarily affecting the digestive tract, kidney, and bone marrow. [tcmv1-0eeb853d28842ae27eb828bb] Syndrome Differentiation Agent: stomach heat: evidence-supported facts for this target only  
The supplied evidence records that stomach heat, or Wei Re, refers to a syndrome characterized by the condition of excessive heat in the stomach, leading to the generation of fire. This is described as a pathological state where the stomach's heat becomes intense and transforms into fire. The evidence does not provide further details on symptoms, treatment, or differentiation from other syndromes. [tcmv1-88b66c6082f18ccbf8f76387] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
